"Carbonate sand"	"Coral rubble"	"Indeterminate"	"Live reef"	"Senile coral reef"	"Thalassia"
"1252"	0	0.01	0	0	0.99	0
"1253"	0.024	0.81	0	0	0.166	0
"1254"	0.018	0.036	0	0	0.946	0
"1255"	0.014	0.104	0.004	0	0.876	0.002
"1256"	0	0.048	0	0	0.952	0
"1257"	0	0.076	0	0	0.924	0
"1258"	0.008	0.094	0	0	0.898	0
"1259"	0.01	0.064	0	0	0.926	0
"1260"	0.006	0.066	0.004	0	0.924	0
"1261"	0.002	0.028	0	0	0.968	0.002
"1262"	0	0.058	0	0	0.942	0
"1263"	0.004	0.094	0.002	0	0.9	0
"1264"	0.002	0.022	0	0	0.976	0
"1265"	0.01	0.154	0	0	0.836	0
"1266"	0.004	0.27	0	0	0.726	0
"1267"	0	0.156	0	0	0.844	0
"1268"	0	0.086	0	0	0.914	0
"1269"	0	0.074	0	0	0.926	0
"1270"	0	0.038	0	0	0.962	0
"1271"	0.002	0.086	0	0	0.912	0
"1272"	0.022	0.116	0	0	0.862	0
"1273"	0.004	0.038	0	0	0.958	0
"1274"	0.028	0.136	0	0	0.836	0
"1275"	0.002	0.036	0	0	0.962	0
"1276"	0	0.056	0	0	0.944	0
"1277"	0.006	0.066	0.006	0	0.922	0
"1278"	0.008	0.122	0.004	0	0.866	0
"1279"	0	0.034	0	0	0.966	0
"1280"	0.006	0.08	0.002	0	0.912	0
"1281"	0.002	0.054	0.002	0	0.942	0
"1282"	0	0.048	0	0	0.952	0
"1283"	0.006	0.054	0	0	0.94	0
"1284"	0.006	0.036	0	0	0.958	0
"1285"	0.678	0.14	0	0	0.182	0
"1286"	0.992	0.006	0	0.002	0	0
"1287"	0.736	0.076	0	0	0.188	0
"1288"	0	0.042	0.002	0	0.956	0
"1289"	0	0.074	0	0	0.926	0
"1290"	0.006	0.05	0	0	0.944	0
"1291"	0.02	0.064	0	0	0.916	0
"1292"	0.004	0.04	0	0	0.956	0
"1293"	0.006	0.04	0	0	0.954	0
"1294"	0.028	0.694	0	0	0.278	0
"1295"	0.01	0.032	0	0	0.958	0
"1296"	0.78	0.174	0	0	0.046	0
"1297"	0.77	0.162	0	0	0.068	0
"1298"	0.706	0.064	0	0	0.23	0
"1299"	0.01	0.044	0	0	0.946	0
"1300"	0.004	0.014	0	0	0.982	0
"1301"	0.002	0.03	0.006	0	0.962	0
"1302"	0	0.02	0	0	0.98	0
"1303"	0	0.058	0	0	0.942	0
"1304"	0	0.01	0.002	0	0.986	0.002
"1305"	0.872	0.076	0	0	0.052	0
"1306"	0.894	0.082	0	0	0.024	0
"1307"	0.864	0.108	0	0	0.028	0
"1308"	0.758	0.176	0	0	0.066	0
"1309"	0	0.042	0	0	0.958	0
"1310"	0.002	0.196	0.002	0	0.8	0
"1311"	0.816	0.12	0	0	0.064	0
"1312"	0.73	0.116	0	0	0.154	0
"1313"	0.028	0.918	0	0	0.054	0
"1314"	0.176	0.766	0	0	0.058	0
"1315"	0.016	0.728	0	0	0.256	0
"1316"	0.146	0.122	0	0	0.732	0
"1317"	0.68	0.21	0.002	0	0.108	0
"1318"	0.83	0.098	0	0	0.072	0
"1319"	0.732	0.122	0	0	0.146	0
"1320"	0.016	0.722	0.006	0	0.256	0
"1321"	0.014	0.884	0.004	0	0.098	0
"1322"	0.708	0.216	0	0	0.076	0
"1323"	0.004	0.774	0	0	0.222	0
"1324"	0.074	0.722	0	0	0.204	0
"1325"	0.928	0.06	0	0	0.012	0
"1326"	0.984	0.016	0	0	0	0
"1327"	0.822	0.158	0	0	0.02	0
"1328"	0.764	0.212	0	0	0.024	0
"1329"	0.856	0.12	0	0	0.024	0
"1330"	0.926	0.046	0	0	0.028	0
"1331"	0.95	0.032	0	0	0.018	0
"1332"	0.976	0.022	0	0	0.002	0
"1333"	0.878	0.084	0	0	0.038	0
"1334"	0.998	0.002	0	0	0	0
"1335"	0.866	0.086	0	0	0.048	0
"1336"	0.988	0.012	0	0	0	0
"1337"	0.98	0.014	0	0	0.006	0
"1338"	0.974	0.022	0	0	0.004	0
"1339"	1	0	0	0	0	0
"1340"	0.992	0.008	0	0	0	0
"1341"	0.996	0.002	0	0	0.002	0
"1342"	0.958	0.032	0	0	0.01	0
"1343"	0.922	0.054	0	0	0.024	0
"1344"	0.986	0.012	0	0	0.002	0
"1345"	0.96	0.03	0	0	0.01	0
"1346"	0.986	0.01	0	0	0.004	0
"1347"	0.988	0.01	0	0	0.002	0
"1348"	0.952	0.004	0	0	0.044	0
"1349"	1	0	0	0	0	0
"1350"	0.978	0.014	0	0	0.008	0
"1351"	0.998	0.002	0	0	0	0
"1352"	1	0	0	0	0	0
"1353"	0.956	0.03	0	0.002	0.012	0
"1354"	0.994	0.006	0	0	0	0
"1355"	0.976	0.02	0	0	0.004	0
"1356"	1	0	0	0	0	0
"1357"	0.932	0.068	0	0	0	0
"1358"	1	0	0	0	0	0
"1359"	0.998	0.002	0	0	0	0
"1360"	1	0	0	0	0	0
"1361"	0.998	0.002	0	0	0	0
"1362"	0.996	0.004	0	0	0	0
"1363"	0.996	0.002	0	0	0.002	0
"1364"	0.994	0.004	0	0	0.002	0
"1365"	0.998	0.002	0	0	0	0
"1366"	0.996	0.002	0	0.002	0	0
"1367"	0.992	0.008	0	0	0	0
"1368"	0.992	0.008	0	0	0	0
"1369"	0.996	0.004	0	0	0	0
"1370"	0.998	0.002	0	0	0	0
"1371"	0.06	0.888	0	0	0.05	0.002
"1372"	0.026	0.892	0.004	0	0.078	0
"1373"	0.99	0.008	0	0	0.002	0
"1374"	0.906	0.058	0	0	0.036	0
"1375"	0.992	0.006	0	0.002	0	0
"1376"	0.996	0.002	0	0.002	0	0
"1377"	1	0	0	0	0	0
"1378"	0.998	0.002	0	0	0	0
"1379"	0.982	0.018	0	0	0	0
"1380"	0.35	0.65	0	0	0	0
"1381"	0.986	0.014	0	0	0	0
"1382"	0.988	0.012	0	0	0	0
"1383"	0.958	0.042	0	0	0	0
"1384"	0.988	0.01	0	0	0.002	0
"1385"	0.926	0.066	0	0	0.008	0
"1386"	0.97	0.024	0	0	0.006	0
"1387"	0.96	0.04	0	0	0	0
"1388"	0.998	0.002	0	0	0	0
"1389"	0.976	0.022	0	0.002	0	0
"1390"	0.998	0.002	0	0	0	0
"1391"	0.97	0.03	0	0	0	0
"1392"	1	0	0	0	0	0
"1393"	0.992	0.006	0	0	0.002	0
"1394"	0.938	0.05	0	0	0.012	0
"1395"	0.932	0.044	0	0	0.024	0
"1396"	0.03	0.932	0	0	0.038	0
"1397"	0.638	0.188	0	0	0.174	0
"1398"	0.016	0.086	0	0	0.898	0
"1399"	0.02	0.828	0.002	0	0.15	0
"1400"	0.006	0.086	0	0	0.906	0.002
"1401"	0	0.018	0	0	0.982	0
"1402"	0.002	0.148	0	0	0.85	0
"1403"	0.002	0.068	0	0	0.93	0
"1404"	0.004	0.176	0	0	0.812	0.008
"1405"	0	0.034	0.014	0	0.952	0
"1406"	0.004	0.04	0.002	0	0.954	0
"1407"	0.002	0.098	0.006	0	0.894	0
"1408"	0.008	0.102	0.002	0	0.888	0
"1409"	0.038	0.124	0.002	0	0.836	0
"1410"	0.794	0.124	0	0	0.082	0
"1411"	1	0	0	0	0	0
"1412"	0.96	0.03	0	0.002	0.008	0
"1413"	0.982	0.012	0	0	0.006	0
"1414"	0.896	0.046	0	0	0.058	0
"1415"	1	0	0	0	0	0
"1416"	0.994	0.006	0	0	0	0
"1417"	0.996	0.004	0	0	0	0
"1418"	0.99	0.006	0	0.004	0	0
"1419"	1	0	0	0	0	0
"1420"	0.98	0.02	0	0	0	0
"1421"	0.994	0.006	0	0	0	0
"1422"	0.992	0.008	0	0	0	0
"1423"	0.994	0.006	0	0	0	0
"1424"	0.99	0.01	0	0	0	0
"1425"	0.992	0.008	0	0	0	0
"1426"	0.998	0.002	0	0	0	0
"1427"	0.996	0.004	0	0	0	0
"1428"	1	0	0	0	0	0
"1429"	1	0	0	0	0	0
"1430"	0.924	0.058	0	0	0.018	0
"1431"	0.832	0.104	0	0	0.064	0
"1432"	0.996	0.004	0	0	0	0
"1433"	0.994	0.006	0	0	0	0
"1434"	0.994	0.006	0	0	0	0
"1435"	0.998	0.002	0	0	0	0
"1436"	0.99	0.01	0	0	0	0
"1437"	0.998	0	0	0.002	0	0
"1438"	0.998	0.002	0	0	0	0
"1439"	0.956	0.042	0	0	0.002	0
"1440"	0.998	0.002	0	0	0	0
"1441"	0.79	0.12	0	0	0.09	0
"1442"	1	0	0	0	0	0
"1443"	0.98	0.02	0	0	0	0
"1444"	0.998	0.002	0	0	0	0
"1445"	0.992	0.008	0	0	0	0
"1446"	0.976	0.024	0	0	0	0
"1447"	0.826	0.174	0	0	0	0
"1448"	0.814	0.18	0	0	0.006	0
"1449"	0.142	0.838	0	0	0.02	0
"1450"	0.194	0.76	0	0	0.046	0
"1451"	0.004	0.124	0.004	0	0.868	0
"1452"	0.006	0.192	0	0	0.802	0
"1453"	0	0.054	0	0	0.946	0
"1454"	0.004	0.116	0.008	0	0.872	0
"1455"	0.012	0.182	0.008	0	0.798	0
"1456"	0.01	0.196	0	0	0.794	0
"1457"	0.022	0.212	0	0	0.766	0
"1458"	0.036	0.908	0	0	0.056	0
"1459"	0.724	0.248	0	0	0.028	0
"1460"	0.05	0.91	0	0	0.04	0
"1461"	0.098	0.788	0	0	0.114	0
"1462"	0.912	0.074	0	0	0.014	0
"1463"	0.964	0.036	0	0	0	0
"1464"	0.994	0.006	0	0	0	0
"1465"	0.994	0.006	0	0	0	0
"1466"	0.148	0.842	0	0	0.01	0
"1467"	0.13	0.848	0	0	0.022	0
"1468"	0.142	0.818	0	0	0.038	0.002
"1469"	0.938	0.052	0	0	0.01	0
"1470"	0.924	0.066	0	0	0.01	0
"1471"	0.838	0.144	0	0	0.018	0
"1472"	0.098	0.854	0	0	0.044	0.004
"1473"	0.028	0.956	0	0	0.016	0
"1474"	0.042	0.952	0	0	0.006	0
"1475"	0.702	0.28	0	0	0.016	0.002
"1476"	0.948	0.04	0	0	0.012	0
"1477"	0.958	0.032	0	0	0.01	0
"1478"	0.824	0.154	0	0	0.022	0
"1479"	0.924	0.054	0	0	0.022	0
"1480"	0.826	0.126	0	0	0.048	0
"1481"	0.894	0.09	0	0	0.014	0.002
"1482"	0.97	0.024	0	0	0.006	0
"1483"	1	0	0	0	0	0
"1484"	0.842	0.116	0	0	0.042	0
"1485"	0.046	0.84	0.002	0	0.112	0
"1486"	0.002	0.092	0.002	0	0.904	0
"1487"	0.026	0.126	0	0	0.848	0
"1488"	0.048	0.82	0	0	0.132	0
"1489"	0.012	0.088	0	0	0.9	0
"1490"	0.008	0.18	0.002	0	0.81	0
"1491"	0.006	0.076	0	0	0.918	0
"1492"	0.002	0.144	0	0	0.854	0
"1493"	0.004	0.048	0.006	0	0.942	0
"1494"	0.002	0.06	0.006	0	0.932	0
"1495"	0.018	0.164	0	0	0.818	0
"1496"	0.008	0.164	0	0	0.828	0
"1497"	0.01	0.094	0	0	0.896	0
"1498"	0.002	0.044	0.002	0	0.952	0
"1499"	0.002	0.068	0.006	0	0.922	0.002
"1500"	0.004	0.054	0.004	0	0.938	0
"1501"	0.002	0.052	0	0	0.946	0
"1502"	0.026	0.078	0	0	0.896	0
"1503"	0.008	0.14	0	0	0.852	0
"1504"	0.008	0.064	0	0	0.928	0
"1505"	0	0.056	0	0	0.944	0
"1506"	0.006	0.066	0	0	0.928	0
"1507"	0.002	0.054	0	0	0.944	0
"1508"	0.018	0.11	0.6	0	0.272	0
"1509"	0.008	0.128	0.004	0	0.86	0
"1510"	0.002	0.096	0.012	0	0.89	0
"1511"	0.004	0.044	0	0	0.952	0
"1512"	0.004	0.076	0.008	0	0.912	0
"1513"	0.04	0.128	0	0	0.832	0
"1514"	0.052	0.89	0	0	0.058	0
"1515"	0.006	0.892	0.01	0	0.092	0
"1516"	0.01	0.886	0	0	0.104	0
"1517"	0.028	0.874	0	0	0.098	0
"1518"	0.722	0.234	0	0	0.044	0
"1519"	0.774	0.124	0	0	0.102	0
"1520"	0.944	0.046	0	0	0.01	0
"1521"	1	0	0	0	0	0
"1522"	0.99	0.01	0	0	0	0
"1523"	0.99	0.008	0	0	0.002	0
"1524"	0.834	0.084	0	0	0.082	0
"1525"	0.994	0.004	0	0	0.002	0
"1526"	0.988	0.012	0	0	0	0
"1527"	0.998	0.002	0	0	0	0
"1528"	0.994	0.004	0	0	0.002	0
"1529"	0.988	0.01	0	0	0.002	0
"1530"	0.988	0.012	0	0	0	0
"1531"	0.924	0.072	0	0	0.004	0
"1532"	0.984	0.012	0	0.002	0.002	0
"1533"	0.994	0.004	0	0	0.002	0
"1534"	0.86	0.09	0	0	0.05	0
"1535"	0.998	0.002	0	0	0	0
"1536"	0.992	0.006	0	0	0.002	0
"1537"	0.984	0.016	0	0	0	0
"1538"	0.91	0.078	0	0	0.012	0
"1539"	0.906	0.08	0	0	0.014	0
"1540"	0.802	0.186	0	0	0.012	0
"1541"	0.996	0.004	0	0	0	0
"1542"	0.986	0.012	0	0	0.002	0
"1543"	0.946	0.052	0	0	0.002	0
"1544"	0.138	0.84	0	0	0.022	0
"1545"	0.1	0.884	0	0	0.016	0
"1546"	0.212	0.766	0	0	0.022	0
"1547"	0.246	0.744	0	0	0.01	0
"1548"	0.722	0.264	0.002	0	0.012	0
"1549"	0.102	0.89	0	0	0.008	0
"1550"	0.026	0.96	0	0	0.014	0
"1551"	0.024	0.976	0	0	0	0
"1552"	0.682	0.314	0	0	0.004	0
"1553"	0.144	0.842	0	0	0.014	0
"1554"	0.078	0.92	0	0	0.002	0
"1555"	0.024	0.974	0	0	0.002	0
"1556"	0.048	0.944	0	0	0.008	0
"1557"	0.096	0.816	0	0	0.088	0
"1558"	0.11	0.86	0	0	0.03	0
"1559"	0.104	0.876	0	0	0.02	0
"1560"	0.064	0.904	0	0	0.032	0
"1561"	0.172	0.81	0	0.002	0.016	0
"1562"	0.018	0.98	0	0	0.002	0
"1563"	0.092	0.892	0	0	0.016	0
"1564"	0.088	0.9	0	0	0.012	0
"1565"	0.1	0.882	0	0	0.018	0
"1566"	0.044	0.95	0	0	0.006	0
"1567"	0.008	0.992	0	0	0	0
"1568"	0.038	0.924	0	0	0.038	0
"1569"	0.02	0.968	0	0	0.012	0
"1570"	0.036	0.96	0	0	0.004	0
"1571"	0.016	0.972	0	0	0.012	0
"1572"	0.016	0.948	0	0	0.036	0
"1573"	0.094	0.892	0	0	0.014	0
"1574"	0.092	0.898	0	0	0.01	0
"1575"	0.002	0.966	0	0	0.032	0
"1576"	0.006	0.982	0	0	0.012	0
"1577"	0.038	0.918	0.002	0	0.04	0.002
"1578"	0.02	0.942	0	0	0.038	0
"1579"	0.056	0.91	0	0	0.032	0.002
"1580"	0.064	0.728	0	0	0.208	0
"1581"	0.076	0.124	0	0	0.8	0
"1582"	0.192	0.104	0	0	0.704	0
"1583"	0.032	0.86	0	0	0.108	0
"1584"	0.072	0.812	0	0	0.116	0
"1585"	0.056	0.84	0	0	0.104	0
"1586"	0.142	0.818	0	0	0.038	0.002
"1587"	0.114	0.83	0	0	0.056	0
"1588"	0.114	0.814	0	0	0.072	0
"1589"	0.146	0.144	0	0.002	0.708	0
"1590"	0.244	0.722	0	0	0.034	0
"1591"	0.144	0.076	0	0	0.78	0
"1592"	0.078	0.854	0	0	0.068	0
"1593"	0.198	0.766	0	0	0.036	0
"1594"	0.102	0.808	0	0	0.09	0
"1595"	0.128	0.84	0	0.002	0.03	0
"1596"	0.13	0.856	0	0	0.014	0
"1597"	0.128	0.838	0	0	0.034	0
"1598"	0.074	0.19	0	0	0.736	0
"1599"	0.152	0.8	0	0	0.048	0
"1600"	0.026	0.94	0	0	0.034	0
"1601"	0.164	0.816	0	0	0.02	0
"1602"	0.014	0.158	0	0	0.828	0
"1603"	0.208	0.734	0	0	0.058	0
"1604"	0.806	0.108	0	0	0.086	0
"1605"	0.038	0.864	0	0	0.098	0
"1606"	0.076	0.87	0	0	0.054	0
"1607"	0.072	0.828	0	0	0.1	0
"1608"	0.056	0.918	0	0	0.026	0
"1609"	0.062	0.796	0	0	0.142	0
"1610"	0.072	0.724	0	0.002	0.202	0
"1611"	0.154	0.768	0	0	0.074	0.004
"1612"	0.132	0.696	0	0	0.172	0
"1613"	0.11	0.774	0	0	0.116	0
"1614"	0.04	0.858	0	0	0.102	0
"1615"	0.144	0.74	0	0	0.116	0
"1616"	0.284	0.688	0	0	0.028	0
"1617"	0.054	0.84	0	0	0.106	0
"1618"	0.086	0.86	0	0	0.054	0
"1619"	0.932	0.054	0	0	0.014	0
"1620"	0.832	0.116	0	0	0.052	0
"1621"	0.978	0.018	0	0	0.004	0
"1622"	0.932	0.05	0	0	0.018	0
"1623"	0.946	0.044	0	0	0.01	0
"1624"	0.902	0.042	0	0	0.056	0
"1625"	0.892	0.048	0	0.002	0.058	0
"1626"	0.26	0.676	0	0	0.064	0
"1627"	0.91	0.07	0	0.002	0.018	0
"1628"	0.948	0.03	0	0	0.022	0
"1629"	0.704	0.102	0	0	0.194	0
"1630"	0.942	0.032	0	0	0.026	0
"1631"	0.934	0.032	0	0	0.034	0
"1632"	0.774	0.11	0	0	0.116	0
"1633"	0.062	0.792	0	0	0.146	0
"1634"	0.076	0.072	0	0	0.852	0
"1635"	0.072	0.078	0	0	0.85	0
"1636"	0.116	0.152	0	0	0.732	0
"1637"	0.02	0.108	0	0	0.872	0
"1638"	0.128	0.088	0	0	0.784	0
"1639"	0.094	0.098	0	0	0.808	0
"1640"	0.056	0.128	0	0	0.816	0
"1641"	0.042	0.11	0	0	0.848	0
"1642"	0.152	0.064	0	0	0.784	0
"1643"	0.066	0.082	0	0	0.852	0
"1644"	0.074	0.066	0	0	0.86	0
"1645"	0.148	0.046	0	0.002	0.804	0
"1646"	0.118	0.06	0	0	0.822	0
"1647"	0.134	0.118	0	0.006	0.742	0
"1648"	0.086	0.098	0	0	0.816	0
"1649"	0.104	0.1	0.002	0	0.794	0
"1650"	0.05	0.088	0	0	0.862	0
"1651"	0.034	0.706	0	0	0.26	0
"1652"	0.088	0.774	0	0	0.138	0
"1653"	0.072	0.764	0	0	0.164	0
"1654"	0.928	0.04	0	0	0.032	0
"1655"	0.224	0.722	0	0	0.054	0
"1656"	0.114	0.044	0	0.002	0.84	0
"1657"	0.218	0.058	0	0	0.724	0
"1658"	0.214	0.722	0	0	0.064	0
"1659"	0.024	0.704	0	0	0.272	0
"1660"	0.014	0.074	0	0	0.912	0
"1661"	0.014	0.72	0	0	0.266	0
"1662"	0.128	0.116	0	0.002	0.754	0
"1663"	0.016	0.842	0	0	0.142	0
"1664"	0.008	0.784	0	0	0.208	0
"1665"	0.02	0.32	0	0	0.66	0
"1666"	0.028	0.252	0	0	0.72	0
"1667"	0.036	0.202	0	0	0.762	0
"1668"	0.018	0.086	0	0	0.896	0
"1669"	0.038	0.12	0	0	0.842	0
"1670"	0.006	0.326	0	0	0.668	0
"1671"	0.024	0.18	0	0	0.796	0
"1672"	0.006	0.192	0	0	0.802	0
"1673"	0.02	0.094	0	0	0.886	0
"1674"	0.014	0.078	0	0	0.908	0
"1675"	0.038	0.07	0	0	0.892	0
"1676"	0.044	0.24	0	0	0.716	0
"1677"	0.026	0.108	0	0	0.866	0
"1678"	0.01	0.13	0	0	0.858	0.002
"1679"	0.006	0.078	0	0	0.916	0
"1680"	0.136	0.116	0	0	0.748	0
"1681"	0.014	0.03	0	0	0.956	0
"1682"	0.034	0.14	0	0	0.826	0
"1683"	0.004	0.068	0	0	0.928	0
"1684"	0.002	0.054	0	0	0.944	0
"1685"	0.022	0.198	0.004	0	0.776	0
"1686"	0.006	0.176	0	0	0.816	0.002
"1687"	0.02	0.078	0	0	0.902	0
"1688"	0.012	0.88	0	0	0.108	0
"1689"	0.732	0.21	0	0	0.058	0
"1690"	0.022	0.2	0	0	0.778	0
"1691"	0.01	0.104	0	0	0.886	0
"1692"	0.022	0.08	0	0	0.898	0
"1693"	0.034	0.122	0	0	0.844	0
"1694"	0.024	0.108	0	0	0.868	0
"1695"	0.036	0.852	0	0	0.112	0
"1696"	0.012	0.15	0	0	0.838	0
"1697"	0	0.14	0	0	0.86	0
"1698"	0.01	0.08	0	0	0.91	0
"1699"	0.058	0.132	0	0	0.81	0
"1700"	0.01	0.806	0	0	0.184	0
"1701"	0.022	0.128	0	0	0.85	0
"1702"	0.026	0.23	0	0.002	0.742	0
"1703"	0.264	0.07	0	0	0.666	0
"1704"	0.004	0.922	0	0	0.074	0
"1705"	0.03	0.122	0	0	0.848	0
"1706"	0.208	0.738	0	0.002	0.052	0
"1707"	0.148	0.82	0.002	0	0.03	0
"1708"	0.056	0.928	0	0	0.016	0
"1709"	0.066	0.89	0	0	0.042	0.002
"1710"	0.018	0.054	0	0	0.928	0
"1711"	0.034	0.178	0	0	0.788	0
"1712"	0.938	0.046	0	0	0.016	0
"1713"	0.002	0.806	0	0	0.19	0.002
"1714"	0.012	0.886	0	0	0.098	0.004
"1715"	0.06	0.134	0	0	0.806	0
"1716"	0.122	0.824	0	0	0.054	0
"1717"	0.034	0.864	0	0	0.102	0
"1718"	0.024	0.934	0	0	0.04	0.002
"1719"	0.69	0.268	0	0	0.042	0
"1720"	0.008	0.782	0	0	0.21	0
"1721"	0.902	0.082	0	0	0.016	0
"1722"	0.012	0.782	0	0	0.206	0
"1723"	0.012	0.914	0.002	0	0.072	0
"1724"	0.01	0.834	0.002	0	0.154	0
"1725"	0.028	0.75	0	0	0.222	0
"1726"	0.706	0.246	0	0	0.048	0
"1727"	0.004	0.822	0	0	0.174	0
"1728"	0.106	0.87	0	0	0.02	0.004
"1729"	0.036	0.952	0	0	0.012	0
"1730"	0.018	0.074	0	0	0.908	0
"1731"	0.09	0.786	0	0	0.124	0
"1732"	0.112	0.838	0.002	0	0.048	0
"1733"	0.024	0.902	0	0	0.074	0
"1734"	0.03	0.95	0	0	0.02	0
"1735"	0.016	0.85	0	0	0.134	0
"1736"	0.002	0.912	0	0	0.086	0
"1737"	0.026	0.912	0	0	0.062	0
"1738"	0.014	0.926	0	0	0.06	0
"1739"	0.008	0.976	0	0	0.016	0
"1740"	0.034	0.942	0	0	0.024	0
"1741"	0.014	0.822	0.002	0	0.162	0
"1742"	0.02	0.944	0	0	0.036	0
"1743"	0.766	0.158	0	0	0.076	0
"1744"	0.07	0.774	0	0	0.156	0
"1745"	0.052	0.818	0	0	0.13	0
"1746"	0.056	0.874	0	0	0.07	0
"1747"	0.038	0.1	0	0	0.862	0
"1748"	0.024	0.926	0	0.002	0.048	0
"1749"	0.012	0.87	0	0	0.118	0
"1750"	0.05	0.056	0	0	0.894	0
"1751"	0.078	0.166	0	0	0.756	0
"1752"	0.062	0.148	0	0	0.79	0
"1753"	0.012	0.914	0	0	0.074	0
"1754"	0.036	0.13	0	0	0.834	0
"1755"	0.01	0.178	0	0	0.812	0
"1756"	0.04	0.162	0	0	0.798	0
"1757"	0.05	0.204	0	0	0.746	0
"1758"	0.014	0.232	0	0	0.754	0
"1759"	0.016	0.88	0	0	0.104	0
"1760"	0.048	0.854	0	0	0.098	0
"1761"	0.024	0.07	0	0	0.906	0
"1762"	0.014	0.932	0	0	0.054	0
"1763"	0.046	0.902	0	0	0.052	0
"1764"	0.034	0.102	0	0	0.864	0
"1765"	0.016	0.092	0	0	0.892	0
"1766"	0.022	0.898	0	0	0.08	0
"1767"	0.008	0.806	0	0	0.186	0
"1768"	0.012	0.878	0	0	0.11	0
"1769"	0.016	0.05	0	0	0.934	0
"1770"	0.016	0.924	0	0	0.06	0
"1771"	0.044	0.868	0	0	0.084	0.004
"1772"	0.176	0.176	0	0	0.648	0
"1773"	0.972	0.018	0	0	0.01	0
"1774"	0.136	0.11	0	0.014	0.74	0
"1775"	0.03	0.922	0	0	0.046	0.002
"1776"	0.026	0.74	0	0	0.234	0
"1777"	0.026	0.716	0	0	0.258	0
"1778"	0.018	0.884	0.002	0	0.096	0
"1779"	0.022	0.08	0	0	0.898	0
"1780"	0.002	0.964	0	0	0.034	0
"1781"	0.014	0.828	0	0	0.158	0
"1782"	0.046	0.802	0.002	0	0.15	0
"1783"	0.034	0.88	0	0	0.086	0
"1784"	0.836	0.12	0	0	0.044	0
"1785"	0.752	0.066	0	0	0.182	0
"1786"	0.022	0.898	0.002	0	0.078	0
"1787"	0.792	0.158	0	0	0.048	0.002
"1788"	0.018	0.858	0	0	0.124	0
"1789"	0.024	0.85	0	0	0.126	0
"1790"	0.036	0.9	0	0	0.064	0
"1791"	0.092	0.07	0	0	0.838	0
"1792"	0.138	0.8	0	0	0.062	0
"1793"	0.016	0.042	0	0	0.942	0
"1794"	0.06	0.078	0	0	0.862	0
"1795"	0.03	0.142	0	0	0.828	0
"1796"	0.022	0.768	0	0	0.21	0
"1797"	0.012	0.78	0	0	0.208	0
"1798"	0.002	0.702	0	0	0.294	0.002
"1799"	0.02	0.832	0	0	0.148	0
"1800"	0.876	0.072	0	0	0.052	0
"1801"	0.692	0.288	0	0	0.016	0.004
"1802"	0.014	0.9	0.002	0	0.084	0
"1803"	0.018	0.948	0	0	0.032	0.002
"1804"	0.642	0.348	0	0	0.006	0.004
"1805"	0.04	0.778	0	0	0.182	0
"1806"	0.026	0.928	0	0	0.044	0.002
"1807"	0.01	0.982	0	0	0.006	0.002
"1808"	0.036	0.914	0	0	0.048	0.002
"1809"	0.014	0.784	0	0	0.202	0
"1810"	0.01	0.782	0	0	0.208	0
"1811"	0.032	0.884	0	0	0.084	0
"1812"	0.004	0.896	0	0	0.1	0
"1813"	0	0.738	0.012	0	0.25	0
"1814"	0.014	0.832	0.004	0	0.15	0
"1815"	0.01	0.078	0	0	0.912	0
"1816"	0.03	0.938	0	0	0.03	0.002
"1817"	0.728	0.218	0	0	0.054	0
"1818"	0.004	0.056	0	0	0.94	0
